Device;Bouwdeel;Verdieping;Geslacht;Datum;Tijd;
Lift TDM 00;DM;DM04;M;3/24/14;7:21:51 ;
Lift TDM 00;DM;DM04;M;3/24/14;8:06:42 ;
Lift TDM 00;DM;DM04;M;3/24/14;9:51:56 ;
Lift TDM 00;DM;DM05;M;3/24/14;7:37:55 ;
Lift TDM 00;DM;DM05;M;3/24/14;8:26:41 ;
Lift TDM 00;DM;DM05;M;3/24/14;8:52:54 ;
Lift TDM 00;DM;DM05;M;3/24/14;9:00:32 ;
Lift TDM 00;DM;DM05;M;3/24/14;9:25:04 ;
Lift TDM 00;DM;DM05;M;3/24/14;8:17:56 ;
Lift TDM 00;DM;DM05;M;3/24/14;8:29:53 ;
Lift TDM 00;DM;DM05;M;3/24/14;7:40:30 ;
Lift TDM 00;DM;DM05;M;3/24/14;9:11:09 ;
Lift TDM 00;DM;DM05;M;3/24/14;7:07:56 ;
Lift TDM 00;DM;DM05;M;3/24/14;8:22:08 ;
Lift TDM 00;DM;DM05;M;3/24/14;8:16:32 ;
Lift TDM 00;DM;DM06;M;3/24/14;8:50:30 ;
Lift TDM 00;DM;DM06;M;3/24/14;8:54:54 ;
Lift TDM 00;DM;DM06;M;3/24/14;6:52:29 ;
Lift TDM 00;DM;DM06;M;3/24/14;9:43:41 ;
Lift TDM 00;DM;DM06;M;3/24/14;7:32:06 ;
Lift TDM 00;DM;DM06;M;3/24/14;7:30:22 ;
Lift TDM 00;DM;DM06;M;3/24/14;7:46:13 ;
Lift TDM 00;EP;EP04;M;3/24/14;9:06:17 ;
Lift TDM 00;EP;EP05;M;3/24/14;8:43:20 ;
Lift TDM 00;EP;EP05;M;3/24/14;7:51:29 ;
Lift TDM 00;EP;EP05;M;3/24/14;8:20:58 ;
Lift TDM 00;ES;ES06;M;3/24/14;8:00:21 ;
Lift TDM 00;ES;ES06;M;3/24/14;8:53:55 ;
Lift TDM 00;ES;ES06;M;3/24/14;8:31:14 ;
Lift TDM 00;ES;ES06;M;3/24/14;8:36:50 ;
Lift TDM 00;ES;ES06;M;3/24/14;8:24:14 ;
Lift TDM 00;ES;ES06;M;3/24/14;9:22:49 ;
Lift TDM 00;EP;EP04;M;3/24/14;8:33:13 ;
Lift TDM 00;EP;EP04;M;3/24/14;8:36:25 ;
Lift TDM 00;EP;EP05;M;3/24/14;9:47:49 ;
Lift TDM 00;EP;EP05;M;3/24/14;9:47:50 ;
Lift TDM 00;DM;DM02;M;3/24/14;7:26:38 ;
Lift TDM 00;DM;DM02;M;3/24/14;9:48:56 ;
Lift TDM 00;DM;DM02;M;3/24/14;9:48:59 ;
Lift TDM 00;DM;DM02;M;3/24/14;9:00:00 ;
Lift TDM 00;DM;DM02;M;3/24/14;9:00:02 ;
Lift TDM 00;DM;DM02;M;3/24/14;6:43:38 ;
Lift TDM 00;DM;DM02;M;3/24/14;7:32:36 ;
Lift TDM 00;DM;DM02;M;3/24/14;8:41:35 ;
Lift TDM 00;DM;DM02;M;3/24/14;7:52:43 ;
Lift TDM 00;DM;DM02;M;3/24/14;7:52:45 ;
Lift TDM 00;DM;DM02;M;3/24/14;7:36:49 ;
Lift TDM 00;ES;ES02;M;3/24/14;8:59:03 ;
Lift TBP 00;BP;BP02;V;3/25/14;6:59:59 ;
Lift TBP 00;BP;BP02;V;3/25/14;7:00:21 ;
Lift TBP 00;BP;BP02;V;3/25/14;7:15:51 ;
Lift TBP 00;BP;BP02;V;3/25/14;8:54:20 ;
Lift TBP 00;BP;BP03;V;3/25/14;7:01:24 ;
Lift TBP 00;BP;BP03;V;3/25/14;7:02:10 ;
Lift TBP 00;BP;BP03;V;3/25/14;7:53:54 ;
Lift TBP 00;BP;BP03;V;3/25/14;7:41:32 ;
Lift TBP 00;BP;BP03;V;3/25/14;8:46:50 ;
Lift TBP 00;BP;BP04;V;3/25/14;8:58:31 ;
Lift TBP 00;BP;BP04;V;3/25/14;9:25:22 ;
Lift TBP 00;BP;BP04;V;3/25/14;6:58:07 ;
Lift TBP 00;BP;BP05;V;3/25/14;7:13:05 ;
Lift TBP 00;BP;BP05;V;3/25/14;7:13:06 ;
Lift TBP 00;BP;BP05;V;3/25/14;8:37:41 ;
Lift TBP 00;BP;BP05;V;3/25/14;6:51:32 ;
Lift TBP 00;BP;BP05;V;3/25/14;6:49:25 ;
Lift TBP 00;BP;BP05;V;3/25/14;8:27:19 ;
Lift TBP 00;BS;BS02;V;3/25/14;7:26:32 ;
Lift TBP 00;BS;BS02;V;3/25/14;7:24:01 ;
Lift TBP 00;BS;BS02;V;3/25/14;7:43:14 ;
Lift TBP 00;BS;BS03;V;3/25/14;9:23:47 ;
Lift TBP 00;BS;BS06;V;3/25/14;8:00:43 ;
Lift TBP 00;CS;CS03;V;3/25/14;8:29:43 ;
Lift TBP 00;BP;BP02;V;3/25/14;7:48:42 ;
Lift TBP 00;BP;BP02;V;3/25/14;9:47:18 ;
Lift TBP 00;BP;BP02;V;3/25/14;7:09:33 ;
Lift TBP 00;BP;BP02;V;3/25/14;9:30:04 ;
Lift TBP 00;BP;BP02;V;3/25/14;7:46:37 ;
Lift TBP 00;BP;BP02;V;3/25/14;7:52:53 ;
Lift TBP 00;BP;BP02;V;3/25/14;8:00:00 ;
Lift TBP 00;BP;BP02;V;3/25/14;7:02:51 ;
Lift TBP 00;BP;BP02;V;3/25/14;7:49:47 ;
Lift TBP 00;BP;BP02;V;3/25/14;8:50:42 ;
Lift TBP 00;BP;BP04;V;3/25/14;9:32:56 ;
Lift TBP 00;BP;BP04;V;3/25/14;9:08:33 ;
Lift TBP 00;BP;BP06;V;3/25/14;8:01:58 ;
Lift TBP 00;BP;BP06;V;3/25/14;8:39:56 ;
Lift TBP 00;BS;BS02;V;3/25/14;8:25:47 ;
Lift TBP 00;BS;BS02;V;3/25/14;7:35:35 ;
Lift TBP 00;BS;BS02;V;3/25/14;6:56:13 ;
Lift TBP 00;BS;BS02;V;3/25/14;7:57:07 ;
Lift TBP 00;BS;BS03;V;3/25/14;9:37:05 ;
Lift TBP 00;BS;BS03;V;3/25/14;9:37:07 ;
Lift TBP 00;BS;BS03;V;3/25/14;7:22:54 ;
Lift TBP 00;BS;BS03;V;3/25/14;7:04:30 ;
Lift TBP 00;BS;BS03;V;3/25/14;9:06:09 ;
Lift TBP 00;BS;BS03;V;3/25/14;7:36:28 ;
Lift TBP 00;BS;BS03;V;3/25/14;9:28:26 ;
Lift TBP 00;BS;BS03;V;3/25/14;8:38:50 ;
Lift TBP 00;BS;BS04;V;3/25/14;6:57:24 ;
Lift TBP 00;BS;BS04;V;3/25/14;8:09:08 ;
Lift TBP 00;BS;BS04;V;3/25/14;7:55:21 ;
Lift TBP 00;BS;BS04;V;3/25/14;7:55:22 ;
Lift TBP 00;BS;BS04;V;3/25/14;7:00:45 ;
Lift TBP 00;BS;BS04;V;3/25/14;8:41:44 ;
Lift TBP 00;BS;BS04;V;3/25/14;8:53:30 ;
Lift TBP 00;BS;BS04;V;3/25/14;8:53:31 ;
Lift TBP 00;BS;BS04;V;3/25/14;7:42:12 ;
Lift TBP 00;BS;BS04;V;3/25/14;9:11:00 ;
Lift TBP 00;BS;BS04;V;3/25/14;9:32:06 ;
Lift TBP 00;BS;BS04;V;3/25/14;7:37:56 ;
Lift TBP 00;BS;BS05;V;3/25/14;8:23:50 ;
Lift TBP 00;BS;BS05;V;3/25/14;8:23:55 ;
Lift TBP 00;BS;BS06;V;3/25/14;8:59:02 ;
Lift TBP 00;BS;BS06;V;3/25/14;9:55:34 ;
Lift TBP 00;BS;BS06;V;3/25/14;7:56:00 ;
Lift TBP 00;BS;BS06;V;3/25/14;8:21:20 ;
Lift TBP 00;CP;CP06;V;3/25/14;7:19:11 ;
Lift TBP 00;CS;CS01;V;3/25/14;7:32:50 ;
Lift TBP 00;CS;CS03;V;3/25/14;7:10:01 ;
Lift TBP 00;CS;CS03;V;3/25/14;8:36:34 ;
Lift TBP 00;CS;CS03;V;3/25/14;8:36:35 ;
Lift TBP 00;CS;CS03;V;3/25/14;8:06:28 ;
Lift TBP 00;CS;CS03;V;3/25/14;6:56:53 ;
Lift TBP 00;CS;CS03;V;3/25/14;6:56:54 ;
Lift TBP 00;CS;CS03;V;3/25/14;7:34:58 ;
Lift TBP 00;CS;CS04;V;3/25/14;7:37:30 ;
Lift TBP 00;BP;BP02;V;3/25/14;8:34:56 ;
Lift TBP 00;BP;BP02;V;3/25/14;8:47:34 ;
Lift TBP 00;BP;BP03;V;3/25/14;7:33:52 ;
Lift TBP 00;BS;BS02;V;3/25/14;8:15:43 ;
Lift TBP 00;BS;BS02;V;3/25/14;8:35:34 ;
Lift TBP 00;BP;BP04;M;3/25/14;7:39:22 ;
Lift TBP 00;BP;BP05;M;3/25/14;7:16:47 ;
Lift TBP 00;BP;BP05;M;3/25/14;6:42:44 ;
Lift TBP 00;BP;BP05;M;3/25/14;8:05:57 ;
Lift TBP 00;BP;BP05;M;3/25/14;8:19:19 ;
Lift TBP 00;BP;BP05;M;3/25/14;8:31:35 ;
Lift TBP 00;BP;BP05;M;3/25/14;7:54:24 ;
Lift TBP 00;BP;BP05;M;3/25/14;7:54:26 ;
Lift TBP 00;BP;BP05;M;3/25/14;7:54:28 ;
Lift TBP 00;BP;BP05;M;3/25/14;7:54:37 ;
Lift TBP 00;BP;BP05;M;3/25/14;7:54:39 ;
Lift TBP 00;BP;BP05;M;3/25/14;8:08:34 ;
Lift TBP 00;BP;BP05;M;3/25/14;9:19:30 ;
Lift TBP 00;BS;BS03;M;3/25/14;9:10:26 ;
Lift TBP 00;BS;BS04;M;3/25/14;8:50:10 ;
Lift TBP 00;BS;BS05;M;3/25/14;6:52:56 ;
Lift TBP 00;BS;BS05;M;3/25/14;8:55:09 ;
Lift TBP 00;BS;BS05;M;3/25/14;7:10:38 ;
Lift TBP 00;BS;BS05;M;3/25/14;8:33:16 ;
Lift TBP 00;CS;CS02;M;3/25/14;8:48:37 ;
Lift TBP 00;CS;CS05;M;3/25/14;8:28:27 ;
Lift TBP 00;BP;BP02;M;3/25/14;9:36:15 ;
Lift TBP 00;BP;BP02;M;3/25/14;6:58:44 ;
Lift TBP 00;BP;BP05;M;3/25/14;8:01:35 ;
Lift TBP 00;BP;BP05;M;3/25/14;8:20:03 ;
Lift TBP 00;BP;BP06;M;3/25/14;8:51:43 ;
Lift TBP 00;BS;BS02;M;3/25/14;8:07:39 ;
Lift TBP 00;BS;BS03;M;3/25/14;8:52:33 ;
Lift TBP 00;BS;BS03;M;3/25/14;7:30:43 ;
Lift TBP 00;BS;BS04;M;3/25/14;7:05:33 ;
Lift TBP 00;CS;CS02;M;3/25/14;8:17:10 ;
Lift TBP 00;BP;BP02;M;3/25/14;6:47:40 ;
Lift TBP 00;BS;BS02;M;3/25/14;7:14:49 ;
Lift TBP 00;BS;BS02;M;3/25/14;9:42:15 ;
Lift TBS 00;BP;BP03;V;3/25/14;7:30:34 ;
Lift TBS 00;BP;BP04;V;3/25/14;9:29:33 ;
Lift TBS 00;BS;BS00;V;3/25/14;8:24:56 ;
Lift TBS 00;BS;BS00;V;3/25/14;9:49:43 ;
Lift TBS 00;BS;BS00;V;3/25/14;8:23:01 ;
Lift TBS 00;BS;BS00;V;3/25/14;8:12:16 ;
Lift TBS 00;BS;BS00;V;3/25/14;8:32:15 ;
Lift TBS 00;BS;BS02;V;3/25/14;8:07:26 ;
Lift TBS 00;BS;BS05;V;3/25/14;6:59:32 ;
Lift TBS 00;BS;BS05;V;3/25/14;8:42:32 ;
Lift TBS 00;BS;BS05;V;3/25/14;8:42:40 ;
Lift TBS 00;BS;BS06;V;3/25/14;9:12:20 ;
Lift TBS 00;BS;BS06;V;3/25/14;8:45:00 ;
Lift TBS 00;BS;BS06;V;3/25/14;9:54:36 ;
Lift TBS 00;BS;BS06;V;3/25/14;8:34:30 ;
Lift TBS 00;BS;BS06;V;3/25/14;8:48:16 ;
Lift TBS 00;BS;BS05;V;3/25/14;9:10:41 ;
Lift TBS 00;BP;BP03;V;3/25/14;7:37:17 ;
Lift TBS 00;BP;BP04;V;3/25/14;9:37:32 ;
Lift TBS 00;BS;BS02;V;3/25/14;7:05:05 ;
Lift TBS 00;BS;BS02;V;3/25/14;8:22:34 ;
